EntryID,cluster_id
Q385E4,unique
Q6IQ57,unique
Q0P3Y1,unique
Q4V8X1,unique
Q9VU19,unique
Q0E9A2,unique
Q72C60,unique
O06832,unique
B8JIU2,unique
Q8I0T0,unique
A0A024QYX3,D6W5Y5
Q5VWV2,Q8TEW0
Q385A7,unique
Q53682,unique
F8W3A0,unique
Q9I5N6,unique
C8VP05,unique
A0A8I6GGV9,unique
Q5BK58,unique
A0A8I5ZKC1,Q9NTI2
Q9VHH1,unique
A0A8I6A0Z2,unique
Q9W0D9,unique
Q95RQ6,unique
D3UIX2,unique
Q8K4K9,unique
Q8NTB5,unique
A8WIQ8,unique
F8VTT8,unique
H0YEX5,Q13435
Q385B5,unique
Q6NZ26,unique
O62527,unique
A0A2R8Y896,unique
Q6IQH0,Q14515
Q9PUT7,A0A0A0MT54
A0A0R4ISD9,A0A8I6AMB5
Q86PA4,unique
Q5C8V1,unique
B8JMD0,unique
B7Z069,unique
A0A8I5ZWX2,unique
A1Z6P8,unique
F1R9C9,unique
Q95U83,unique
G8JLP4,unique
Q9I4I1,unique
H2KYX3,unique
B3DLG5,unique
F1QK82,unique
Q533H0,unique
Q87ID2,unique
M9NDL5,Q9W4Y3
Q9W0S2,Q9W0S2
F4K7T6,unique
A0A2R8Y695,unique
Q8IAS7,unique
C6EVZ8,unique
O35452,A0A5F8MPH8
Q63ZW6,Q9ESQ2
R4GI90,unique
A0A2R8QED5,A0A0R4IKC9
Q9HTB9,unique
E9Q6H8,E9Q6H8
Q385C5,unique
E7F905,unique
O32374,unique
C9K4U5,B5DFK5
A8DYI6,A8DYI6
Q9VVT6,unique
Q580N1,unique
A0A024RBL1,unique
O45569,unique
Q13028,unique
X6RCC3,unique
Q9VIZ3,F1QU72
E7EXB4,Q09864
A0A8I6AT55,Q96QU1
Q72CB2,unique
Q9VV39,unique
Q0E9I5,A0A0B4K823
Q5ASA2,unique
Q9I189,unique
Q52TF2,unique
Q9ZVS4,unique
Q0P5U8,unique
Q9VLY6,unique
Q95XJ4,unique
B0R0W1,unique
A8JRC7,unique
F4JBW0,unique
Q8BUK9,unique
Q7ZVD9,Q5B5U3
Q4GYC9,unique
F4KBJ3,unique
A0A087X2E5,Q9VD58
A0A8I5Y2C3,A0A0G2JXC5
Q384K8,unique
Q386P4,unique
B3VKY5,unique
Q2F967,unique
B2GUW3,unique
Q7K2X1,unique
Q38DL3,unique
H7C4P7,unique
F1QZM1,Q9QXP0
A0A0S2Z4G9,unique
Q8T0K9,unique
Q7TSU6,unique
Q8I2F7,unique
Q9XYM5,A1Z7P5
Q38A31,unique
Q5BHZ4,unique
Q383C6,unique
Q72XQ0,unique
A0A1D8PFE8,unique
Q384J8,unique
Q9N563,unique
Q9MCN1,unique
Q57Z96,unique
Q59WT3,unique
Q38EB6,unique
Q6RKB3,unique
Q95T68,unique
A0A076N1C3,E9Q9B7
Q9VQA7,unique
Q9I1M7,unique
Q5TZ68,unique
F7F0X7,Q7ZVL6
Q76NN7,unique
F1P4Y5,Q7KT97
Q9VZW3,Q9VZW3
A6YIE2,unique
F8W3M1,unique
A0A1B0GR95,unique
Q57ZP7,unique
F1M1B3,unique
Q5FVU4,unique
A0A0B6VLS7,Q9D140
G3V672,unique
Q9FZ88,unique
O07222,unique
A0A1B0GV09,A0A8I6AB09
Q90Y38,F4K7D6
Q9XVB4,unique
G5ECK7,unique
Q386U3,unique
Q38B32,unique
Q95U74,unique
A0A8J8YBT6,unique
E9Q9A6,unique
F1QYE2,unique
Q90Z19,Q1MT43
Q9VB47,unique
Q9U9B0,unique
F1QF92,unique
Q0KI30,unique
X2JHS3,unique
Q9PT36,unique
Q2F976,unique
F1SE69,unique
O53527,unique
Q8I632,unique
A0A2U3TZN9,unique
Q8IKJ8,unique
Q78CR8,unique
E9QEB4,A0A024R5K8
F7DSA5,F7DSA5
A0A1D8PRK4,unique
A0A0R4IZW3,unique
O80924,unique
O46055,unique
Q9VJH1,unique
Q90Z09,unique
M0QZB7,unique
Q9W2Q5,unique
Q2YDS8,unique
Q389N3,unique
Q38AY3,unique
C6KT06,unique
I6LBX6,Q9Y5G9
A0A0G2KB52,unique
Q26765,unique
G5E940,unique
Q6NR17,unique
A0A024R9Y6,unique
A0A0B5JK22,Q5T4F7
F4JPL7,unique
B0S6I5,unique
Q9VMB4,unique
Q3UV10,A0A1L1STQ7
Q960I9,unique
Q5A5B0,unique
Q9HW06,unique
H0YBA1,unique
Q0VC49,unique
Q9VXQ5,Q3MHS9
B4UN40,unique
Q5T3Q7,unique
F1QI90,A0A061I5T4
F4I1G1,unique
D6R9X6,Q96JW4
E9QGT5,unique
Q6NPB2,unique
K7ES98,unique
Q381F4,unique
Q9XWQ4,unique
A1ZAK7,unique
Q586A6,unique
F4I321,unique
Q5B8B7,unique
A0A096MK15,A0A8I5ZRN3
Q5SU16,A0A0B4J269
A1Z7F6,unique
Q5F405,Q969T4
Q9VG28,unique
I3L2R2,unique
M9NCR4,M9PB30
Q5B915,unique
Q17461,unique
Q6FUT8,unique
Q2YS43,unique
Q9V4C7,Q64568
Q6NYJ8,P40484
Q9N675,unique
Q567N2,Q91WD2
A0A8I5ZWJ6,A0A494C0K7
Q4FAI8,unique
A0A0S2Z4R4,unique
B7Z788,F7FFW7
F4ILY0,unique
Q9VKJ5,unique
A1Z8D1,unique
B0R1B8,unique
E9QBN6,unique
Q386M3,unique
E7F023,unique
Q386W9,V9HW96
Q38AA1,unique
Q504M2,unique
Q8QHI8,unique
Q5B0X2,unique
Q498X0,unique
A0A076VF89,A0A8I5ZS11
Q8IPJ4,unique
A9PL17,F5H5D3
Q54S78,unique
F5GYF7,unique
Q4GZF3,unique
O96283,unique
D3ZXC1,unique
Q9C875,unique
A0A1D8PLA4,unique
A0A1U9X8X8,unique
Q74D24,unique
A1L2B1,P56405
Q585C2,unique
Q9PWN6,A0A0R4IGP2
Q8JG73,Q99PS2
Q7KHK4,A8DYD1
Q7T335,O93257
Q9I4I2,unique
A0A0U1RS40,G3V9Q4
Q9PWC2,unique
A0A1W2PP35,unique
Q381T9,unique
H8ESF3,unique
F5GYB4,B4E0T2
Q0E9B7,unique
B2KNI9,unique
Q57V70,unique
Q9XWM1,unique
A0A384KCV6,unique
Q9I168,unique
E0SLF7,unique
A0A024RDC4,unique
A0A0G2KXI9,P39052
C9JG19,unique
Q6SES0,D2KE03
D3DMG9,A0A8I6AH26
Q6S3H8,unique
M0QZU5,unique
Q86NY7,unique
Q8VXK5,unique
A0A8U0WNY5,unique
A0A669KB56,A0A0G2JX93
Q4LDP7,P11832
F5H2F4,B7ZM99
Q6SY93,P14432
B2R9H7,unique
Q2UZM8,E9QI17
Q501F4,unique
Q5B6I8,Q7ZVP2
D3ZDS9,unique
O80829,unique
I1VZH2,unique
Q9LZU7,unique
O88754,B3EWR8
Q6FN26,unique
Q38BF9,unique
Q960K8,unique
A0A1D8PHG7,unique
A8E567,unique
H7BZ11,J3KQN4
Q580D6,Q9VK47
Q84JZ7,unique
O53310,unique
A0A5F9ZH39,M9MRS5
Q9VXM1,unique
Q381I0,unique
Q6FR42,unique
Q54XI2,unique
Q385Z4,unique
Q2F951,unique
F1M8B7,unique
A0A2R8QHU1,unique
B7ZBF7,Q803E2
E7EU85,Q61584
Q6FQ10,unique
Q8RXT1,unique
Q6IQL4,unique
Q9LUJ9,unique
Q8IPH8,unique
A0A0B4J1T8,A0A0B4J1T8
Q9VVJ6,unique
Q38B88,unique
Q3ZB99,unique
A0A024RB22,A0A8I6A5E1
A0A060VMC1,unique
M9MSB2,unique
A1MAC2,unique
C6KTC8,unique
H0YCY8,unique
Q9N426,unique
A9C3V4,unique
Q386Z9,unique
Q384A0,unique
F1R4X9,Q90674
A0A178WL27,unique
Q86A02,unique
A7LPE5,unique
Q9ZS28,unique
Q9VK27,unique
Q9PTN1,Q9VR61
A0A0B5JWB5,A0A2R8QEU8
Q7CRY3,unique
A0A0R4IKE0,unique
D7F620,unique
F8VQ29,A2CE93
A0A1D8PQV0,unique
Q383Z3,unique
A5XBQ8,F1QL52
Q9IBD3,unique
S4R1T7,E7EX44
D7RVR8,A0A3Q1MR13
Q1KHF9,A0A669KA35
A0A0H2UKL4,A0A8I6AQY2
Q8JFU8,unique
Q9GYQ9,unique
Q5AW66,unique
O26058,unique
C8V5T7,Q9VK47
A0A8I5ZUN3,A0A8I5ZUN3
Q389P9,unique
A8JNT6,unique
M9PI14,unique
Q9VHG1,unique
Q9W087,unique
A0A2R8PZ54,unique
G3XCU6,unique
A0A8I5ZJI2,Q9VMT1
M9MRI1,unique
F4IFV5,unique
A1YK24,Q9VCH5
D3ZW08,A0A096LNY6
Q8E7C5,unique
Q72B16,unique
Q9HZE4,unique
Q9VZP8,unique
A0A0G2K685,O35788
Q91912,O96660
F8W3U1,A0A2R8QBA1
Q581R4,unique
A8E4T2,unique
Q8IPG9,unique
Q7SXH4,unique
A0A0B4LEV4,unique
C3PTT6,unique
H6UQ70,unique
A0A024R0H6,unique
Q388W1,unique
Q5KT35,Q59EJ3
A0A024R4V4,unique
Q381P6,unique
F1QVG9,unique
B0BNE7,unique
Q5B6G6,unique
Q38EE3,unique
A0A0R4IFM6,unique
A0A1P8AQ95,unique
Q1HFU8,unique
A0A3B2WAY7,unique
Q89E26,unique
Q2RSQ7,unique
O81013,unique
F1P476,A5A3E0
M9PE64,unique
Q9LHA9,unique
Q9BI20,unique
A0A024RAI4,A0A024RAF1
I6L9A0,unique
Q97EQ3,unique
A0MPS7,unique
Q585V4,unique
A0A0H3NK16,unique
Q9VLK0,unique
O04551,unique
F1QMM7,unique
Q6FRL7,unique
Q9VSY8,A0A087WWM0
Q7K274,unique
Q381E3,unique
Q9SU83,unique
Q9VBS0,unique
A3N1M0,Q7CQY3
Q9VYG3,unique
F1QW96,unique
Q8NNV2,unique
A2BEM4,A3KNA2
Q9VGC5,unique
D2Y8W2,unique
Q46705,unique
B2MZB8,unique
Q22354,unique
Q6XLP6,Q90468
Q38EI9,P46222
Q8LC91,unique
Q9GU55,unique
Q387E6,unique
Q8VYN3,unique
B8A4M2,unique
Q5AJG7,unique
A0A2R8QES4,Q6S3I0
Q9VZE0,unique
Q38AY0,unique
Q2YQ34,unique
G5EB67,unique
Q5BU19,A0A2R8QBA1
Q8IKM6,unique
F4IB54,unique
Q9SF14,unique
A0PJT6,Q91Y03
Q1LUF4,unique
A0A1D8PQH4,unique
A0A8I6A6D9,unique
Q9U3F8,unique
A0A0B4KEP9,A1Z856
C5MRL4,P0C432
Q38CW1,Q38CW2
Q0PDK2,unique
O96676,unique
D4A3P0,unique
X1WBY2,unique
Q8VZP2,unique
H9G2W7,unique
D4ADD7,unique
Q21501,unique
Q21555,unique
Q9I5P4,unique
F6PBE4,A0A8I6A5T3
Q4QNB0,unique
A0A8I5ZN93,Q9JLI0
Q7A2B0,unique
A0A8I6G622,unique
Q381W7,unique
A0A8I5Y1L1,unique
V9HWH2,Q6P8J7
Q567E8,A5A3E0
A0A0B4K7E1,unique
Q50991,unique
F1QRP2,unique
A0A8I5ZQ25,A0A8I5ZQ25
A0A0R4ICD7,unique
A0JMC2,A0A0N4STT5
Q57YJ7,unique
Q8IGB7,A0A0B4K7L3
Q68FQ5,unique
Q8QGE3,unique
Q9IAB9,Q5JS98
Q8IAX4,Q51366
B2RY66,Q9BZA7
Q38E05,unique
Q9LPY3,unique
Q583R9,unique
A8ULG6,unique
A0A8I6AFY1,unique
A0A286YBI0,Q32SG8
E9PSE9,unique
A0A1C6ZYS3,unique
F8W609,Q9PVG4
Q5AZ57,unique
Q9V405,Q9SZD4
A0A0R4IEP0,unique
Q8MQK8,unique
A0A286ZPL5,unique
G3UXG0,unique
Q9W221,unique
Q380Y3,unique
Q8W4Z4,unique
Q9I4R8,unique
Q57UJ2,unique
Q23493,unique
E2E3F0,Q92172
Q9WUS5,A0A0N4STT5
Q9R7B5,unique
C9K0R9,Q387Q3
A0A2R8RUE4,unique
F1QJ64,unique
A0A8I6GL04,A0A8I6AEH7
E7E1Q1,unique
A0A1D8PU45,unique
Q38A97,unique
Q9VUB5,unique
Q9SNA2,Q9LIG2
H0YBT0,A0A087WUS5
O53926,unique
Q2UEI4,unique
Q584K3,unique
Q3TM63,unique
Q501W5,A0A8I5ZKY9
O88933,unique
O65541,unique
C9JA32,unique
Q56935,unique
A0A024R3T7,unique
B7ZLG1,unique
Q5AYD5,unique
F8W876,unique
O53295,unique
Q8KFR6,unique
B0S8H2,unique
Q86B94,unique
A5WYZ9,P42525
G3LTY9,Q7CQY3
A0A8I5YCP1,Q27433
Q95U00,unique
Q6PBP6,unique
B2RY57,Q8WXS8
A0A8I6G6T5,unique
Q9NC95,Q9C5U3
Q2V4K7,unique
Q4V930,unique
Q8I4R4,unique
Q9FPH2,unique
Q6PC74,unique
Q32LI4,Q99PS2
Q5B0I6,unique
B7Z7Q6,unique
E9QDZ9,unique
C8VUB6,unique
Q6DGA8,unique
H3BMS5,unique
Q57UJ8,unique
Q7T156,Q51366
Q80UR4,unique
Q8AYP9,A0A060X7Z0
Q0WNC2,unique
Q53HQ0,Q6P2A7
Q5BKA2,unique
H0YBN0,unique
Q8SY43,E1JI78
Q0PKX5,unique
K9JZ38,D3ZRF9
F8W3C9,A8CYQ7
Q582G1,unique
Q8IRH7,V9HW95
Q9IBD2,P18431
G9J6Q5,G9J6Q5
E9PI41,unique
F4K0Y2,unique
Q38CY1,unique
G8IHT9,A0A8I5ZPP7
A0A0B4K6K8,unique
Q7JS69,unique
O53167,unique
Q7KV18,unique
F1R0T6,unique
Q6P9Z7,unique
A0A2R8QQW1,H7BXZ5
F6NM25,E7FC59
E9QCK7,M1XYM1
A0A2R8YDD6,unique
Q6FJ33,F4IMB5
Q9FN38,unique
Q568J0,unique
M9PH19,unique
A0A8I5ZTM6,A0A8I6A5T3
Q9HYJ5,unique
Q1RM27,unique
Q7JL61,unique
O53346,unique
Q9W2W1,unique
Q9BL69,unique
F4K5K0,Q08273
Q8VXY0,unique
Q5A8Z9,unique
A0A6M3Z9M0,unique
Q8MT65,unique
F1MZM9,unique
F1MQD1,unique
E9PJN1,unique
Q381Z1,unique
D4A005,A0A8I6AB09
Q0E8A8,unique
O85239,unique
A0A494C0Y9,unique
H3BSH4,unique
F1R440,unique
Q3YBY4,unique
Q8GXQ9,unique
Q384K5,unique
Q567L2,O18896
Q38DF6,unique
Q386M0,unique
B3DJI6,Q8K1S2
A1L3S1,Q9QZ18
Q584J3,unique
Q38AC3,unique
Q386Q3,unique
Q19491,unique
C1P635,unique
Q7ZYW6,unique
Q383S0,unique
Q90768,unique
Q7PLL3,unique
D6RGT5,unique
Q8IPN2,unique
Q5AIA0,unique
I1SBA9,unique
Q388P4,unique
I1HCQ1,unique
Q7ZVP3,unique
A0A1D8PHW6,unique
F5GX11,Q38B02
A4JYH1,F1M950
Q5AS68,unique
C9J2Y9,unique
A0A0G2JUW3,unique
A0A0R4IDS8,unique
Q9HZ15,unique
A0A384MTY4,unique
A0A1B0GTJ8,A0A0G2JVD3
E7F1Q7,unique
O65933,unique
F4KFD4,unique
B3DJX4,unique
Q7JXZ2,unique
Q5B4D4,unique
B8JM56,D3ZUU5
A0A2R8Y549,unique
A0A024R1T5,unique
A0A0S2Z475,unique
A0A0B4KF87,unique
Q4G5U6,A0A0R4IL48
A0A090N8Z4,unique
Q387W5,unique
J3KRB9,unique
Q6FGS9,Q6FGW4
Q6JIZ2,unique
Q9BI21,unique
Q2F958,O21042
Q5PU93,Q5PU94
Q7KNS5,unique
Q9LYE7,unique
Q8IJH7,unique
G5EFI4,unique
F1R7B0,unique
Q54UZ8,unique
A0A494C054,unique
Q8AV88,unique
Q2F975,unique
Q9I7U5,unique
D4N2R6,C8BLR6
Q383R4,unique
A0A2R8QU80,F6NJ58
A0A2R8RU84,Q13936
Q381A6,unique
A0A2R8QJ08,unique
A0A0R4IJF0,unique
Q2TJA5,Q9JLI0
A0A1D8PP00,unique
A0A024R4A2,F1Q5B5
A0A0B4K7H4,unique
Q5XJN7,unique
Q567K8,Q9W6U0
Q9W2X6,unique
Q9FMQ5,unique
E9Q9S8,unique
Q38ET9,unique
Q9D9Q3,unique
F1QC62,unique
Q3U286,unique
C8V7L2,unique
Q385W7,unique
F7FAC1,F7FAC1
O89168,P26664
H7BXD5,A0A8I5Y9M9
F1LS62,F1LS62
F1SRC8,unique
A0A6I8PIX7,unique
Q95W10,unique
A0A8I6A5P9,unique
Q949U5,unique
A0A3Q1MV72,A0A3Q1MR13
Q6WRY5,unique
Q384M7,unique
F4K1G7,unique
D6RF98,P28159
F4JR52,unique
A0A2R8QRP8,unique
Q32PR5,unique
A0A060XSD9,A0A060VX54
A7L635,G1U2U3
D6R8Y9,unique
Q6DRL7,A0A2R8QJD2
A0A0G2JFL0,unique
Q95Q97,unique
Q4GZ40,unique
Q53U86,unique
Q9V8V8,unique
E9PPN3,unique
A8MRW1,A8MRW1
A0A024R5I7,Q9BZ72
M0RAY4,unique
F4YH96,unique
Q57WM1,unique
B0S6A6,unique
A0A0G2K105,A0A0G2K612
Q86B59,unique
A0A2R8Q5U0,F6P8Y7
Q5RGB3,unique
A0A0K0K5Q1,unique
A8R0U7,unique
Q9I9L8,unique
M9NDL9,M9PHT1
Q57Y27,unique
C9JE98,A0A024RBS3
Q90XE9,unique
H3BJD6,H9FWV3
Q7T3D2,A0A2R8QCQ4
P94983,unique
Q499Y8,A0A0R4IKK9
Q386B4,unique
Q208T5,A8MR09
P88918,unique
A0A0H3LA33,unique
Q7DA36,unique
Q9VFW6,unique
C9JHD8,unique
Q582R9,unique
F8W2B2,unique
Q86NL4,unique
F4K688,unique
E9QH47,unique
Q582P1,unique
Q9FGN6,unique
Q1LYE1,unique
A0A087WSF4,Q8N8Z8
Q54BP1,unique
Q95S67,unique
E9PQD2,unique
Q8L8S0,unique
Q9VNE4,unique
Q960C0,unique
B1AVU4,unique
Q568W4,unique
Q86NK8,A0A0B4KHL4
A1L1V0,unique
Q57X61,unique
Q9HYY3,unique
Q93VK7,unique
Q6DC22,unique
Q384A4,unique
Q6YLH7,Q6YLH9
Q5E268,Q57XD7
D4A433,unique
A2IBU9,F4J705
D3ZBS9,E7EYW7
Q9VAT8,unique
Q0KHU0,unique
Q54CB3,unique
E5RHT4,unique
A0A2R8Q947,F7FAC1
A0A0B4LFK8,Q95YG3
A2BIH4,unique
Q8IJH3,unique
F8W4D7,unique
A0A0A0MSU3,unique
Q8I3A2,unique
P95144,unique
Q9HZE6,unique
Q9VLY7,unique
Q7XLY9,unique
Q388K1,unique
A0A2R8QLY8,B0S7X5
F8W455,unique
Q77CD1,unique
Q9IAI9,P45448
Q90XF6,unique
A1Z8J4,unique
Q35319,unique
B8JID8,unique
A0A286YCX0,Q8CGF4
H0Y859,F1SFS3
X1WFR6,unique
K7EM24,P30628
Q38BD7,unique
A0A0B4KGP0,unique
Q6P238,unique
O05859,unique
F1R3I6,unique
A0A087WX34,unique
Q9GQ87,unique
Q3YNA6,unique
G3V5Z7,O94517
Q1LYB0,unique
Q5K8Q8,unique
Q9W0T7,unique
F8W0F6,unique
Q9VKB1,unique
H0Y8W2,O24456
Q581R9,unique
Q6FXL1,B7Z0E0
Q9N3R4,unique
Q9VH85,unique
H0Y9D5,unique
M0R3F7,A3QJU3
Q504H4,F1QCB2
Q9WVA7,unique
D4A4U1,P0DPE2
Q8IBX3,unique
H0YGU7,unique
Q4QF86,unique
A0A8I6AT75,Q02787
Q5JTU8,unique
Q2Q3V9,Q95YG3
A0A5F9UP49,unique
D4A5W3,unique
Q4FKA6,unique
A0A0C4DG06,unique
B2ZWB7,unique
A0A024R0F9,P27364
Q9ZUB7,unique
A0A1B0GWM2,B8QI33
B3H6B0,unique
F5H658,unique
Q6FJT0,Q9W0A8
Q5JAM2,P13195
A0A060WTK5,unique
Q57VH9,unique
Q9FX63,unique
B3VMQ8,unique
A0A1W2PQH3,Q9NIW2
A0A2R8QMX9,unique
Q8I8H8,unique
F4KBP3,unique
Q77YG1,P03366
A0A1D8PNS0,A0A8I6A2B3
B5X1G2,P20592
A1YK11,unique
F4JGU5,unique
B4UN36,unique
Q4VDB3,unique
M9MRW0,unique
Q6FVW0,unique
C9JTS4,unique
D6XHJ3,Q9SZD4
A9P3U3,unique
E9QFX4,unique
X1WG80,unique
Q386Q8,unique
A0A494BAF5,unique
B5X3E8,A0A0G2JX93
A1ZAS8,unique
Q91XP7,A4VAR9
Q5QPM9,unique
Q91808,Q5BKV4
O06347,unique
A1L1C6,unique
A0A096MKF8,unique
Q0VD75,F1Q5B5
Q4V8S2,Q5PQN0
Q9XVB1,unique
F6X7B3,unique
O53406,unique
Q8MRR2,unique
O96293,Q8I2B9
A0A2R8QHN2,Q9HAZ2
O87126,unique
Q8SWY7,unique
A0A0G2K3B7,P28465
Q9Y0B6,unique
A0A0B4KEE7,unique
Q9VSH1,unique
Q4QRB9,unique
Q95RI7,unique
Q8T9W8,unique
A0A2R8Q1Q3,B3DJL5
Q7SY12,Q5PQN0
B2R7M1,F7FFW7
B8A5C4,Q9VWI2
Q6ZM68,unique
Q387H0,unique
O67450,unique
Q3IA96,P04920
F4JM05,unique
I3L4A4,unique
Q4VBH5,P25157
E1JI76,unique
F1N329,unique
Q9VXC9,unique
Q3MIH3,A2Q831
E9QJ33,unique
A0A1L1QZE4,unique
Q6PCM4,Q05481
A0A8I6AV81,unique
A0A8I6A280,unique
Q8CF07,unique
E7EMB6,E7ETB3
A0A0R4IQ86,P08641
Q86SW4,Q7ZVL3
A0A8J8Y9E0,unique
Q383P5,unique
A0A158VF51,A0A158VFD5
C8V9C7,A0A2R8QI78
Q5W4T6,unique
Q8IIQ6,unique
Q9LS47,unique
A5FJM9,unique
Q38AN1,unique
Q0IIR1,G3V3A4
Q6B6Q2,unique
Q385S8,unique
Q9VXP5,unique
A0A0K3ATN9,unique
A0A8I6G366,unique
Q9LUG8,unique
Q9VFP5,unique
B2RYK8,unique
A0A8I5ZSA9,H0YKT2
A0A8I5XZV4,A0A8I5XZV4
A0A140VJI3,unique
A0A0E4AY38,P30666
A3KPS8,F1QUR7
C4IXV6,unique
A0A8J8YPE2,unique
Q9I299,unique
Q9I7B5,unique
Q792Y9,P35030
Q584H4,unique
A0A2R8YD63,unique
F4K209,unique
B7YZT5,unique
A0Q7I3,unique
A2RS43,Q8CFX3
A0A8I6B484,A0A0G2K6E8
Q20068,unique
A0A024R967,unique
G5EBR7,unique
Q802X8,unique
D3ZDI8,Q91ZQ1
P71599,unique
Q8MQW5,M9PHT1
Q38CA1,unique
F1Q5Q6,P35400
A0A0G2JX43,unique
A4JYD2,F1R2D2
P93800,O78310
G3G926,unique
A0A6M6RCT2,unique
Q17968,unique
B0ZTD4,unique
A0A0B4KFQ0,unique
Q5ELS3,Q5ELU8
G8JYB2,unique
Q9SN97,Q9LIG2
B7YZY2,B7YZY2
Q38BS6,unique
B2XY77,Q08289
O75104,unique
F4J3Q8,unique
Q99JG4,unique
Q197G0,unique
A0A2R8Q790,F1R7B3
Q90WM3,Q8K4C8
Q54S93,unique
E5KQF6,E5KQF6
A0A1D8PHX1,unique
H0YB16,A0A2R8RR02
Q6ZP95,unique
Q4Q2F6,unique
Q2V0C8,Q0QBH2
Q8I062,Q9VFC7
V9GYB7,unique
Q9M3D0,unique
Q38FV7,unique
O43898,unique
Q55432,unique
A0A1D8PR81,unique
X1WHY5,unique
Q9I0P6,unique
A2A7F4,unique
A0A024R0J6,unique
Q9VXM5,unique
F1QGX8,E7FCN3
D3ZFQ8,unique
Q93934,Q86NZ5
D5SHT8,unique
E9QDU5,Q54KL5
A0A2R8QHH5,unique
Q3KR75,Q3KR75
Q9DAM4,Q9M1D3
Q726C8,unique
Q9VPR6,unique
Q551Q8,unique
B0F0C8,B0F0D1
A0A2R8YE59,Q9EQG9
Q8SX32,unique
Q6PFU2,unique
Q9VFP6,unique
Q8I8U9,unique
Q8RQG8,unique
A0JMC3,unique
A9JT56,A9JT56
B5XCQ9,B5XFY0
Q8I1V2,unique
A0A8I6AJG4,unique
Q3UDH4,unique
Q8PAI3,unique
Q75JC5,unique
Q86MW0,unique
O01399,Q04690
Q95T89,unique
A0A1D5NSF1,A5PLE5
B0V237,G1TCI4
G0XYF4,A2AQH1
Q38BY6,unique
A0A0F7UZH2,unique
A0A1W2PRB5,unique
O48949,unique
Q5B9N8,unique
Q2EEZ0,unique
A0A2R8RPN8,unique
Q383B2,unique
H2KZD4,unique
Q2F968,unique
B0JZL8,unique
E9PWB6,unique
A0A8I6GJ79,A0A096LNY6
A2I2P5,unique
A0A2R8QI31,unique
Q58ER5,unique
Q8IK01,unique
Q9VNR2,M9PG15
Q7SXL8,unique
Q7KZS0,I3LSZ1
Q383R0,unique
Q4QCH4,unique
Q32LU0,Q32LU0
M0QXM8,unique
F5H4K7,unique
Q38A39,unique
C9JMM8,unique
A3KNJ2,unique
A0A1D8PLX8,unique
Q95P05,unique
A1ZBK9,unique
Q8RX60,unique
Q2F974,unique
Q382G3,unique
M4GGR6,unique
Q7SZQ2,unique
S4S3R8,Q08BS4
A0A287BEZ3,unique
Q8T994,unique
Q88F34,unique
A4ZFB2,unique
O28769,unique
B0BN39,unique
Q8MMR8,unique
Q17740,unique
A0A024R214,unique
Q38A08,unique
Q38C08,unique
E9Q9B7,E9Q9B7
A0A8I3Q5R3,unique
A0A384NKJ3,unique
A0A0B4KHV9,unique
F4HRC0,unique
F1QAE1,Q502S0
Q9VN82,unique
A0A0R4IVW3,Q13554
Q8JGL9,P30613
Q6TGZ2,unique
V9HW37,Q9UTM4
Q5BE28,unique
A0A087I6S4,unique
A0A8I6A7Z6,Q96QU1
F6NUK4,unique
E7ERK2,unique
A8B6H7,unique
Q6F5F2,unique
Q24511,unique
Q19275,unique
F1D8Q4,F1D8T1
Q9GSP1,unique
Q6PG83,Q96PP9
Q8T3E0,unique
A0A0J9YJK4,Q7ZVL6
B7YZI8,unique
F4HTM5,unique
Q9VAB9,Q57U30
D6RAS0,A0A024RAZ8
Q6P3H8,A0A024R136
Q9XZC3,O88685
Q6FXJ6,unique
Q388N8,unique
B7SNG4,A0A0R4IGP2
M9PCN0,M9PI70
M9PBP3,A8JNK4
H2A2P4,unique
E7EPN9,unique
Q6IYD9,P28465
Q8UVD7,F1R2D2
O80720,unique
Q7ZUT6,unique
Q8IRM6,unique
A2RUY2,Q9VR61
Q9W433,unique
Q5ADY1,unique
A2QVE5,unique
G3X9P1,unique
A0A0J9YTU2,unique
Q1W0R0,unique
Q581Z4,unique
H3BP15,unique
Q6I9R9,unique
Q381A1,unique
M9PDK6,unique
Q7LAP4,unique
Q67TR8,unique
Q8MTA5,unique
Q729X3,unique
D4A0I8,unique
Q9VNP6,unique
B3DGM7,Q90674
E1JGP8,Q9W2N4
Q585L4,unique
Q3T2L3,unique
A4VT39,unique
Q83YM6,unique
Q582Y0,unique
A0A2R8RYE8,unique
Q6DRM9,A0A2R8QCL7
Q0GKC9,unique
Q9GV79,A0A0B4KG35
A0A1D8PCV8,unique
C8V3I9,unique
A0A140LIW7,unique
E7EV75,F1R4W7
O53337,unique
Q0QGJ3,D9PTP5
F1QFP3,unique
B0V3D1,unique
Q387H5,unique
Q38B75,unique
Q98SN4,A0A2R8RR02
A0A0J9YJ85,unique
Q5ANB9,unique
O18680,unique
Q57UY6,unique
E9PG18,P15389
Q9VYK8,unique
A0A024QZ55,Q3B8N2
Q8I4N5,unique
Q59DV8,unique
Q9JK28,unique
A2A123,A2A121
F1LV89,unique
Q385S5,unique
Q5BIA5,unique
C1IDX9,unique
F5GYK6,unique
E7FFI0,unique
O73933,unique
Q88KZ5,unique
A0A2R8Q650,A0A0R4IM99
E5RJU4,unique
Q6DGK5,P78426
F1R294,unique
